留言编号,答复意见,first,end,f_first,f_end,f_complete,可解释性词
134524,你好！关于“投诉L7县一中老是补课！”帖子中提到的有关问题，实际情况如下：1.今年4月，西地省已颁布新高考方案，实行选科走班制，从2021年开始实施。选科走班是一种新事物，对地处L7县这样偏僻、信息闭塞的高中学校而言，不尝试将无法跟上新高考步伐。L7县一中从4月下旬开始选科筹备工作，一直到7月底才基本确定，历时3个多月。编班之后，学生要走班学习，有些学生肯定会反反复复，要走不少弯路。为了减少负面影响，最大限度保证学生学习少受影响，现在的高二年级学生提前从8月1日开始进入走班尝试阶段，这是应许多学生家长的强烈要求而进行的，L7县一中没有强制任何学生参与，学生完全自愿。L7县一中也针对高温天气做了预案，教室加装了电风扇，必要时放置冰块降温。2.2019年国庆节，L7县一中假期安排做适当调整：高一年级学生放假7天，高三年级学生放假2天，10月3号学生返校参加与A市四大名校的同步月考，之所以这样调整，原因如下：（1）9月23日至25日，2017级学生高中学业水平考试补考工作在L7县一中考点进行，L7县一中学生放假3天，耽误了学生正常上课时间。（2）10月24日至26日，全国成人高等学校招生考试工作在L7县一中考点进行，届时L7县一中学生又将放假三天，又耽误了正常上课时间。3.按国务院国庆节放假通知要求，9月29日（周日）和10月12日（周六）是正常上班（上课）时间，不是帖子所说的补课。2019年10月18日网友：你好！帖文中反映的问题已转交相关单位调查处理。敬请留意近期回复。网友：你好！帖文中反映的问题已转交相关单位调查处理。敬请留意近期回复。,你好 关于“投诉L7县一中老是补课,你好 帖文中反映的问题已转交相关单位调查处理 敬请留意近期回复 ,完整,不完整,未解决,"['方案', '才', '之后', '为了', '现在', '而', '针对', '之所以', '原因', '按', '通知', '要求', '不是', '调查', '调查']"
134557,网友：你好！帖文中反映的问题已转交相关单位调查处理。敬请留意近期回复。,网友 你好,你好 帖文中反映的问题已转交相关单位调查处理 敬请留意近期回复 ,完整,不完整,未解决,['调查']
134652,网友“UU008351”你好！金环水果市场属于农园北路项目建设的内容之一，经咨询该项目指挥部，金环水果市场内部道路两边不做绿化带，目前施工的是行道树。2018.9.18,网友“UU008351”你好 金环水果市场属于农园北路项目建设的内容之一,目前施工的是行道树 2018 9 18,完整,不完整,已解决,['目前']
135060,“UU00885”您好！您反映的情况我镇已收悉。首先感谢您对棉花村的关心与关注。针对您反映的问题，我镇党委政府高度重视，本着实事求是的原则，第一时间安排专人L6县生态环境、畜牧等相关部门进行了现场调查核实，现答复如下：该养殖户距离棉花村8组团寨近600米，圈舍面积40余平方米，养殖牲猪4头，建有牲猪粪尿收集池。经实地查看，养殖户牲猪粪尿没有外排，小溪水质清澈无污染。尊敬的网友，我们积极维护群众的合法权益，非常重视村民意见。我们将进一步加强对养殖户的监管，做到科学管理，生态发展。欢迎广大村民、网友监督。2019年12月12日尊敬的网友：您反映的情况已转平茶镇核实、办理。感谢您的留言。,“UU00885”您好 您反映的情况我镇已收悉,您反映的情况已转平茶镇核实 办理 感谢您的留言 ,完整,不完整,未解决,"['针对', '第一', '查看', '进一步', '核实']"
135088,“UU0082083”您反映的情况已转相关单位和部门。感谢您的留言。,“UU0082083”您反映的情况已转相关单位和部门 感谢您的留言,“UU0082083”您反映的情况已转相关单位和部门 感谢您的留言 ,不完整,不完整,未解决,[]
135093,“UU008208”目前金域华府5、6号搂已经通水，其他楼栋因住户表后管道未安装到位，待金域华府项目方安装完毕后，即可通水。特此回复2019年11月12日尊敬的网友：您反映的情况已转自来水公司核实、办理。感谢您的留言。,“UU008208”目前金域华府5 6号搂已经通水,您反映的情况已转自来水公司核实 办理 感谢您的留言 ,不完整,不完整,未解决,"['目前', '其他', '因', '核实']"
135112,“UU0081228”您好！您所反映的“L10县县买房读书问题的咨询”问题已收悉，教育局高度重视，对您反映的问题进行了调查，现回复如下：由于近年来我县家长对孩子的教育越来越重视，使进城就读学生人数急剧增加，出现了城区学校的学位满足不了学生就读，您贷款买了房，让小孩子转学进城就读，也是“望子成龙”。根据相关文件要求，首先学校招生需遵循“严格控制大班额”的要求，有空余的学位才可转入；其次是江东小学属于城区学校范围之内；三是我县四、五年级学位有限，其他年级转学插班生都做了妥善安排；四是江东小学按照学生分数择优录取学生的做法不妥，教育局经过对学校进行督导，已及时杜绝了类似情况的发生。感谢您对教育工作的关注与支持。2019年11月15日尊敬的网友：您反映的情况已转教育局核实、办理。感谢您的留言。,“UU0081228”您好 您所反映的“L10县县买房读书问题的咨询”问题已收悉,您反映的情况已转教育局核实 办理 感谢您的留言 ,完整,不完整,未解决,"['调查', '由于', '使', '满足', '根据', '要求', '要求', '才', '其次', '三是', '其他', '四是', '按照', '核实']"
135120,“UU0082251”您反映的情况，建议您直接和物业公司进行沟通，或通过小区业委会解决此问题。感谢您的留言。,“UU0082251”您反映的情况 建议您直接和物业公司进行沟通,建议您直接和物业公司进行沟通 或通过小区业委会解决此问题 感谢您的留言 ,不完整,不完整,已解决,"['通过', '此']"
135123,“UU008747”您反映的情况已转相关部门核实、办理。感谢您的留言。,“UU008747”您反映的情况已转相关部门核实 办理,“UU008747”您反映的情况已转相关部门核实 办理 感谢您的留言 ,不完整,不完整,未解决,['核实']
135138,“UU008959”：你反映的“恳请政府解决L10县县坳上镇大开村17组饮水问题”一帖已收悉，坳上镇于7月30日组织镇、村两级相关人员到现场进行调查，现将有关情况答复如下：2014年，县水利局对原小开村小洞片（现大开村17-19组）实施人饮工程建设，实现了村民安全饮水。又于2018年底对原饮水工程进行改造，新增了蓄水罐。2019年上半年，因村民开挖山塘蓄水养鱼，造成出水管道断裂，并一直未得到有效维护，造成一定的村民自来水中断。经和上级部门衔接，8月16日，县水利局派施工人员入场对损坏的主管网和入户的分管进行维护，计划8月20日实现全面通水。最后，感谢您对坳上镇相关工作的关注和监督。同时，希望广大村民加大对公共设施的爱护。2019年8月16日尊敬的网友：您反映的情况已转坳上镇政府核实、办理。感谢您的留言。,“UU008959” 你反映的“恳请政府解决L10县县坳上镇大开村17组饮水问题”一帖已收悉,您反映的情况已转坳上镇政府核实 办理 感谢您的留言 ,完整,不完整,未解决,"['调查', '因', '造成', '造成', '最后', '同时', '核实']"
135173,“UU008676”首先感谢您对我县公务用车制度改革工作的关注。事业单位公务用车制度改革是近期广大事业单位工作人员非常关注的话题。公务用车制度改革政策性强，我县车改须按照省、市车改领导小组安排部署扎实推进事业单位公务用车制度改革工作。前期已进行了事业单位的调查摸底工作，近期将启动我县事业单位的公务用车制度改革工作。欢迎各位网友继续关注、监督我县各项车改工作，谢谢。2019年6月19日,“UU008676”首先感谢您对我县公务用车制度改革工作的关注 事业单位公务用车制度改革是近期广大事业单位工作人员非常关注的话题,欢迎各位网友继续关注 监督我县各项车改工作 谢谢 2019年6月19日,不完整,完整,已解决,"['按照', '部署', '调查']"
135187,“UU0081014”您好！您在平台《问政西地省》栏目中反映“外地人在L10县定居，孩子如何才能上学？”的问题，我局已收悉，现将有关情况回复如下：1、城区一年级的招生，县教育局每年都要发一封《告家长书》，注明了招生的条件和要求。2、您还可以到县教育局教管站或拨打联系电话8227670进行咨询。感谢网友对教育工作的关心与关注！2019年5月15日,“UU0081014”您好 您在平台《问政西地省》栏目中反映“外地人在L10县定居,2 您还可以到县教育局教管站或拨打联系电话8227670进行咨询 感谢网友对教育工作的关心与关注 2019年5月15日,完整,完整,已解决,"['才能', '条件', '要求']"
135204,“UU008604”您反映的问题，相关单位已作出回复。（详见：感谢您的留言。,“UU008604”您反映的问题 相关单位已作出回复, 详见 感谢您的留言 ,不完整,不完整,已解决,[]
135231,“UU008290”您反映的《咨询L10县县2019年雪灾政府补贴问题》网贴已知悉。现答复如下：一、2018年12月以来的低温雨雪冰冻给甘塘镇带来较大影响。甘塘镇人民政府积极开展抗灾救灾，对生活受灾的困难群众进行了救助，但因镇里财力有限，对农业生产受灾情况，仅进行了核灾并上报上级有关部门。二、截止目前，没有收到上级有关部门的农业生产救灾资金。三、请您全力做好抗灾自救、灾后复产等工作。您在生产过程中遇到困难或问题，也可以直接到甘塘镇人民政府反应，镇政府将按政策争取帮助。2019年3月5日尊敬的网友：您反映的情况已转甘塘镇核实、办理。感谢您的留言。,“UU008290”您反映的《咨询L10县县2019年雪灾政府补贴问题》网贴已知悉 现答复如下,您反映的情况已转甘塘镇核实 办理 感谢您的留言 ,不完整,不完整,未解决,"['但', '因', '仅', '目前', '按', '政策', '争取', '核实']"
135262,“UU0088”邻里之间有矛盾若无法自行解决，建议您向村、组干部寻求调解。感谢您的留言。,“UU0088”邻里之间有矛盾若无法自行解决 建议您向村,建议您向村 组干部寻求调解 感谢您的留言 ,不完整,不完整,已解决,['若']
135409,“UU008431”您在平台《问政西地省》栏目发帖反映“关于请求办理L10县县县汇鑫国际商业广场商铺不动产权证的报告”的问题，我局悉知后，高度重视，现就相关事项回复如下：1、汇鑫国际商业广场由西地省汇鑫房地产开发有限公司修建。2012年10月29日该公司以出让方式取得国有土地使用权，用途为商业兼容居住用地，土地面积为5617.9平方米，并办理了《国有土地使用证》，证号为靖国用（2012）第275号。2、根据《不动产登记暂行条例实施细则》第35条规定：申请国有建设用地使用权及房屋所有权首次登记，应当提交下列材料：（1）不动产权属证书或者土地权属来源材料；（2）建设工程符合规划的材料；（3）房屋已竣工的材料；（4）房地产调查或者测绘报告；（5）相关税费缴纳凭证；（6）其他必要材料。至今，西地省汇鑫房地产开发有限公司都未向我局不动产登记中心提交过登记申请及其他应当提交的登记申请材料。3、待西地省汇鑫房地产开发有限公司向我局不动产登记中心提交齐全的登记申请材料，且符合登记条件后，我局不动产登记中心将及时依申请办理不动产登记。4、如相关权利受到损害，购房户可凭与开发商签订的《商品房买卖合同》向人民法院起诉，通过法律维权。5、欢迎到县不动产登记中心（县政务中心二楼）当面咨询相关政策规定。感谢您对我局工作的监督，也希望您对我们的工作提出宝贵的意见和建议。2018年5月3日,“UU008431”您在平台《问政西地省》栏目发帖反映“关于请求办理L10县县县汇鑫国际商业广场商铺不动产权证的报告”的问题 我局悉知后,当面咨询相关政策规定 感谢您对我局工作的监督 也希望您对我们的工作提出宝贵的意见和建议 2018年5月3日,不完整,完整,已解决,"['为', '为', '为', '根据', '规定', '符合', '规划', '调查', '其他', '符合', '条件', '依', '如', '通过', '法律', '政策', '规定']"
135424,“UU008528”您反映的情况已转至对应职能部门进行核实、办理。,“UU008528”您反映的情况已转至对应职能部门进行核实 办理,“UU008528”您反映的情况已转至对应职能部门进行核实 办理 ,不完整,不完整,未解决,['核实']
135451,“UU008574”由于火车站由铁路部门直管，不归地方管理，建议您直接向铁路部门提出您的意见建议。感谢网友对L10县城市建设的关心、关注。,“UU008574”由于火车站由铁路部门直管 不归地方管理,建议您直接向铁路部门提出您的意见建议 感谢网友对L10县城市建设的关心 关注 ,不完整,不完整,已解决,['由于']
135500,“UU0082277”您反映的问题已转至县交通局核实、办理。,“UU0082277”您反映的问题已转至县交通局核实 办理,“UU0082277”您反映的问题已转至县交通局核实 办理 ,不完整,不完整,未解决,['核实']
135510,9月28日，县林业局森保站、林业行政执法大队、森林公安局根据网友反映的情况，采取联合执法行动，对该违法捕鸟地点进行了全部清除，现场捣毁捕网10余副，并放生被网住的候鸟，目前，该案正进一步调查中。“UU008322”您反映的情况已转县森林公安局核实、办理。,9月28日 县林业局森保站,该案正进一步调查中 “UU008322”您反映的情况已转县森林公安局核实 办理 ,不完整,不完整,未解决,"['根据', '目前', '进一步', '调查', '核实']"
135530,“UU0081781”您反映的问题已转至藕团乡核实、办理。,“UU0081781”您反映的问题已转至藕团乡核实 办理,“UU0081781”您反映的问题已转至藕团乡核实 办理 ,不完整,不完整,未解决,['核实']
135676,“UU0082078”您好！关于您反映《L10县县妇幼保健院的两个问题》的帖子已收悉，现回复如下：1、3月29日，L10县县妇幼保健计划生育服务中心召开全院职工大会，由院办出黑板通知并通知各科室负责人，再由各科室负责人通知科室人员。根据L10县县妇幼保健计划生育服务中心行政管理暂行条例第二十三条：“无故不参加会议，一次罚款50元”，由于科室护士长当天只是在科室微信群上传达了会议通知，导致两名科室人员未能到会。按县妇幼保健计划生育服务中心行政管理暂行条例对未到会及相关人员进行一并处罚，并由妇幼保健计划生育服务中心党支部书记对未到会及相关人员进行了谈话。2、关于王院长弟媳从护士岗位调到办公室的回复：因工作需要，经科主任要求及推荐，2015年3月27日院务会研究决定，将该同志由护士岗位调整到基层科信息员岗位并不是办公室。感谢您及各网友对妇幼保健计划生育服务中心工作的关注与支持，谢谢！2016年4月5日亲爱的网友：您反映的问题已转至县妇保院核实、办理。,“UU0082078”您好 关于您反映《L10县县妇幼保健院的两个问题》的帖子已收悉,2016年4月5日亲爱的网友 您反映的问题已转至县妇保院核实 办理 ,完整,不完整,未解决,"['通知', '通知', '通知', '根据', '由于', '只是', '通知', '导致', '按', '因', '要求', '研究', '不是', '核实']"
135695,亲爱的网友：您反映的问题转至县民宗局核实、办理。,亲爱的网友 您反映的问题转至县民宗局核实,亲爱的网友 您反映的问题转至县民宗局核实 办理 ,不完整,不完整,已解决,['核实']
135699,亲爱的网友：您反映的问题已转至县农业局核实、办理。,亲爱的网友 您反映的问题已转至县农业局核实,亲爱的网友 您反映的问题已转至县农业局核实 办理 ,不完整,不完整,未解决,['核实']
135769,“UU0082028”：你反映的情况已转建设局及相关单位办复。L10县县网宣中心“jzhs”网友：您反映的关于恒盛家园小区若干问题，我局已于4月22日上午安排规划局、质安站技术人员到现场检查。现就规划和综合验收相关情况答复如下。一、恒盛家园规划情况1、小区修建性详细规划于2011年第4次县规划委员会审议通过。规划局严格按照规划委员会审议通过的规划方案进行规划审批。2、建设项目竣工后，规划局于2013年7月4日对规划条件进行验收，符合规划要求。3、该项目修建性详细规划于2012年12月7日-2012年1月22日进行了公示。二、竣工验收备案情况1、恒盛家园项目于2013年11月26日经相关单位综合验收，评定合格。2、关于房屋存在渗漏问题，经我局质安站技术人员现场核查，发现其房屋屋面存在小范围渗漏现象，已责成施工单位立即进行防渗处理。感谢您对我局工作的关心与支持，欢迎各位网友多提宝贵意见。L10县县住建局2014年4月24日,“UU0082028” 你反映的情况已转建设局及相关单位办复,已责成施工单位立即进行防渗处理 感谢您对我局工作的关心与支持 欢迎各位网友多提宝贵意见 L10县县住建局2014年4月24日,不完整,完整,已解决,"['规划', '规划', '规划', '规划', '通过', '按照', '规划', '通过', '规划', '方案', '规划', '审批', '规划', '条件', '符合', '规划', '要求', '规划', '公示', '核查']"
135933,您好！目前，L2县城区内义务教育学校有中兴学校、城北小学、L2县小学、城北中学、华美学校（民办），每年县教育局会对各校的招生区域进行划分。就读县城义务教育学校没有户籍限制，只需达到相应条件，如果是转学插班，须在有空缺学位的前提下才能就读。针对您所反映的情况，根据《L2县2016年城区义务教育阶段学校招生工作方案》，您需要提交以下材料的原件与复印件：1、全家户口薄。2、就读学校所在区域的有效房产证或者购房合同（持证人必须是就读学生的监护人）。3、不低于3个月的水电发票。另外，2017年的招生方案可能会有变动，敬请关注L2县教育信息网。2017年3月28日,您好 目前,另外 2017年的招生方案可能会有变动 敬请关注L2县教育信息网 2017年3月28日,完整,不完整,已解决,"['目前', '条件', '如果', '才能', '针对', '根据', '方案', '必须', '另外', '方案', '可能']"
136034,“UU0081022”您好！您所反映的问题我局已收悉。现根据有关政策回复如下：根据《西地省医疗保障局国家税务总局西地省税务局西地省财政厅西地省教育厅关于做好2020年度城乡居民基本医疗保险缴费工作的通知》（[政府发文]21号）文件精神：城乡居民医保制度覆盖除职工基本医疗保险应参保人员以外的其他所有城乡居民，具体包括农村居民、城镇非从业居民、在校学生、在统筹地区取得居住证的常住人口。根据您的来信，你的暂住地为卢峰镇，要购买居民医保，只需持身份证或户口本，在每年的参保缴费期间（每年的参保缴费时间：当年的10月至次年的2月底）到卢峰镇人民政府办事大厅缴费参保即可。希望我的回复能让您满意，如仍存疑惑，请来电咨询。祝您事事顺心！咨询电话：0745—3225715。2019年10月9日尊敬的网友：您好！您反映的问题已转县城乡居民医保中心核查、办复，感谢您的留言，祝您事事顺心。2019年10月11日,“UU0081022”您好 您所反映的问题我局已收悉,办复 感谢您的留言 祝您事事顺心 2019年10月11日,完整,完整,未解决,"['根据', '政策', '根据', '通知', '除', '其他', '包括', '根据', '为', '如', '核查']"
136055,网民朋友：你好！现就你提出的问题回复如下。一、L5县城市管理环卫执法中队情况简介2019年L5县机构改革，原L5县环境卫生管理所更名为L5县城市管理事务中心，隶属于L5县城市管理综合执法局。为加强环卫执法力度，经上级批准，成立城市管理环卫执法中队，由城管局委派正副队长，城市管理事务中心选派执法队员12名，其中包括垃圾处理费征收工作人员。二、L5县城镇生活垃圾处理费征收动向近期，我单位正在对城区酒店、宾馆进行城镇生活垃圾处理费征收工作，共派出征收人员10人，分两组同时进行，每组各安排5人。同时要求征收人员在收费过程中必须佩戴工作牌证、带齐相关政策及收费文件，实行边收费边宣传收费政策，提高市民对征收政策及标准的知晓率。三、城镇生活垃圾处理费征收相关文件《城市生活垃圾管理办法》中华人民共和国建设部令第157号、《西地省城镇生活垃圾处理收费管理办法》楚发改价服〔474〕号、《L5县城镇生活垃圾处理征收管理办法》[政府发文]25号、《关于重新公布L5县城市生活垃圾处理收费项目和标准的通知》（溆发改价服[2017]6号）等。四、L5县城市管理事务中心不存在乱收费现象L5县城市管理事务中心是隶属于L5县城市管理综合执法局的副科级公益类事业单位，是L5县城镇生活垃圾处理费征收主体，所征收的垃圾处理费全部上缴县财政，且收费全部使用财政部门印发的专用收费票据，收费标准按《关于重新公布L5县城市生活垃圾处理收费项目和标准的通知》（溆发改价服[2017]6号）执行。如果你发现有人单独上门（无工作牌证）或不使用财政专用收费票据而上门收取垃圾处理费，请及时致电0745—3322571（征收办）、0745—3322454（行政办），我们将依法依规严肃查处追责。感谢您对环卫工作的关心和支持！2019年8月1日“UU008432”您好！您反映的问题已转县城市管理和综合执法局核查、办复，感谢您的留言，祝您事事顺心。2019年7月29日,网民朋友 你好,办复 感谢您的留言 祝您事事顺心 2019年7月29日,完整,完整,未解决,"['为', '为', '批准', '其中', '包括', '同时', '同时', '要求', '必须', '政策', '政策', '政策', '令', '通知', '按', '通知', '如果', '而', '依法', '依规', '核查']"
136078,网民朋友：您好！你咨询的问题我们已收悉，现回复如下：户口本要求是提供全家户口本，包括：小孩及父母（或法定监护人）双方。“实有居住人口登记凭证”及“在人社局备案的劳动合同”请咨询相关职能部门。招生计划、录取结果等信息每年都在招生公告及学校公示栏内进行了公示张贴。如果招生条件有变化请以2019年卢峰镇城区招生公告为准。如还有疑问请到教育局普教股或相关学校现场咨询，也可以通过招生公告公示的咨询电话进行咨询！感谢你对教育工作的关心与支持！2019年6月13日,网民朋友 您好,如还有疑问请到教育局普教股或相关学校现场咨询 也可以通过招生公告公示的咨询电话进行咨询 感谢你对教育工作的关心与支持 2019年6月13日,完整,完整,已解决,"['要求', '包括', '结果', '公示', '如果', '条件', '如', '还有', '通过', '公示']"
136103,网民朋友：外地驾驶证需迁回L5县，只需要你携带本人的身份证、驾驶证到L5县交警大队车管所办理即可。2019年4月10日“UU0081767”您好！您反映的问题已转县交警大队核查、办复，感谢您的留言，祝您事事顺心。2019年4月10日,网民朋友 外地驾驶证需迁回L5县,办复 感谢您的留言 祝您事事顺心 2019年4月10日,不完整,完整,未解决,['核查']
136128,您好！您反映的问题我单位已悉收。对您所反映的问题我单位领导高度重视，安排专人进行了落实，现将落实情况回复如下：根据省、市、县办理慢性病程序如下：1、申请：符合条件的参合患者，持本人身份证或户口簿、医疗证到乡镇卫生院领取、填写《L5县城乡居民医保特殊病种审核表》，并提交门诊病历、住院病历资料、相关辅助检查报告、县级以上定点医院的疾病诊断证明等资料，乡镇卫生院对申请资料进行初审鉴定，审核合格后在《审核表》上填写审核意见并加盖医院公章;2、申报：一、二类每半年申报一次，分别在7月和12月中旬，三、四类每年申报一次，在12月中旬，乡镇卫生院在12月中旬将本院初审合格的特殊病患者的资料汇总整理并编制花名册上报县城乡居民医保中心办公室;3、评审：县城乡居民医保中心组织专家委员会负责对乡镇卫生院提交的申报资料进行统一评审，评审时间为每年7月和12月;4、发证：评审合格的由县城乡居民医保中心发放《L5县城乡居民医保特殊病种门诊就诊证》;5、注销：经审核确认的特殊病种患者在治疗过程中死亡的，患者家属要及时向乡镇卫生院上报，乡镇卫生院再向县城乡居民医保中心申报注销;6、复评：评审合格的特殊病种患者每年还需提供相关资料进行复评，复评合格的继续享受特殊病种门诊费用补偿，复评不合格的不再享受特殊病种门诊费用补偿。复评工作由乡镇卫生院负责初审，县城乡居民医保中心进行复评;据您所反映的问题，请您致电当地卫生院咨询您的慢病办理情况，希望我的回复能让您满意。感谢您对城乡居民医保工作的关心、关注和支持。欢迎您来我单位查询或来电咨询。联系电话：0745－0000-00000000年12月29日“UU0081520”您好！您反映的问题已转城乡居民医保中心核查、办复，感谢您的留言，祝您事事顺心。2018年12月28日,您好 您反映的问题我单位已悉收,办复 感谢您的留言 祝您事事顺心 2018年12月28日,完整,完整,未解决,"['根据', '证明', '鉴定', '为', '查询', '核查']"
136135,“UU008986”你好，根据《中华人民共和国民办教育促进法》等相关法律法规规定，举办实施学历教育、学前教育、自学考试助学及其他文化教育的民办学校，或者面向中小学生的校外培训机构需要教育部门进行审批或登记。经初步核实，“L5县圣美瑜伽舞蹈中心”目前只招收成人进行商业培训，不属于教育部门的审批登记范围，该中心已于2018年10月22日取得工商营业执照。感谢你对教育工作的关心与支持！2018年12月5日尊敬的网友：您好!您反映的问题已转县教育局核查、办复，感谢您的留言，祝您事事顺心。2018年12月4日,“UU008986”你好 根据《中华人民共和国民办教育促进法》等相关法律法规规定,办复 感谢您的留言 祝您事事顺心 2018年12月4日,完整,完整,未解决,"['根据', '规定', '审批', '核实', '目前', '审批', '核查']"
136546,网友：你好，你所反映的问题已转交至水利局调查办复。2019年10月10日,网友 你好,网友 你好 你所反映的问题已转交至水利局调查办复 2019年10月10日,完整,不完整,未解决,['调查']
136733,网友“UU0081531”您好！你在平台《问政西地省》上反映“M2县花门镇扶槎村野岩村盼望脱贫”的帖文已获悉，经调度核查，现将有关问题回复如下：镇党委、政府安排扶贫办、深扶群工站、供电所等相关单位深入实地开展了调查核实。根据调查，近年来你村积极争资争项目，努力改善民生，硬化村级主干道3.6公里，窄路加宽2.8公里，实现了自然村通村公路通畅；于2018年投资15万除险加固了扒树塘水库，投资2万元硬化、清淤了你组一口骨干山塘，基本解决了你组农业灌溉问题；群众生活饮水都是通过打地下深水井，未有群众反应安全饮水问题；你组组级公路长1.1公里，目前路基约4米宽，通过群众自筹资金已于2017年铺沙实现通达，基本保障了群众的生产、生活出行，鉴于你组部分群众期待实现水泥硬化，你村正积极争取纳入十四五规划范围；致使你组供电线路尾端极少数农户在用电高峰期电压偏低的原因是变压器供电线路较长，镇村二级已向县供电部门作重点反馈，争取早日调换变器位置解决尾端电压偏低问题。愿扶搓村广大人民群众生活越来越美好！2019年11月19日,网友“UU0081531”您好 你在平台《问政西地省》上反映“M2县花门镇扶槎村野岩村盼望脱贫”的帖文已获悉,镇村二级已向县供电部门作重点反馈 争取早日调换变器位置解决尾端电压偏低问题 愿扶搓村广大人民群众生活越来越美好 2019年11月19日,完整,不完整,已解决,"['核查', '根据', '调查', '通过', '目前', '通过', '鉴于', '规划', '致使', '原因', '争取']"
136847,网友“UU008479”您好！你在平台《问政西地省》上反映《投诉M1区蛇形山镇中小学拖欠班主任工资》的帖文获悉，现将有关情况回复如下：增桥中学至今确未能发放2018年下学期至2019年上学期班主任津贴，其原因如下：今年暑假教育局对蛇形山镇中心学校进行了机构调整，把原蛇形中心学校分为蛇形、南塘、金溪、增桥四个中心学校，各种交接工作都还在进行之中，导致津贴的发放未能及时到位。针对此种情况，学校向班主任进行了详细的解释说明，也得到了大部分班主任的理解和支持。同时，学校对班主任津贴的发放也在进行紧锣密鼓的筹划，准备于近期发放。但也有个别班主任不能理解。增桥中学一直严格按上级要求规范津补贴发放，在今后的工作中，我们一定把工作做得更细致主动，争取师生支持，办人民满意教育。2019年8月29日,网友“UU008479”您好 你在平台《问政西地省》上反映《投诉M1区蛇形山镇中小学拖欠班主任工资》的帖文获悉,我们一定把工作做得更细致主动 争取师生支持 办人民满意教育 2019年8月29日,完整,不完整,已解决,"['原因', '原', '导致', '针对', '解释', '说明', '同时', '但', '按', '要求', '争取']"
136970,网友“UU008603”您好！你在平台《问政西地省》上反映《投诉M市宁邦心中拒退定金》的帖文已获悉，我局高度重视，立即安排相关科室工作人员进行了调查，约谈了该项目负责人，现就调查情况回复如下：一、2019年5月8日，信访人在宁邦心中售楼部签订了《宁邦心中•公园里认购书》，认购宁邦二期公园里12栋902号房，并当场交了定金2万元。二、认购书第二条约定：“自认购书签订后三日内，甲方不得将本认购书中所指的乙方人购房另售他人，乙方应在此期间内缴纳首期购房款、签署《商品房买卖合同》……。若乙方在此期间内未办结前述事项，则视为乙方自动放弃该认购，甲方有权解除本认购书，……，乙方所交购房款定金2万元不予退还。”三、关于是否开发商承诺该楼盘的业主可以就读M市三中这一争议问题，2019年5月15日双方已有过争吵，而且销售人员还报了警，出警的工作人员也现场做了相应协调处理。四、5月22日，开发公司给信访人发去了《催办签约、银行按揭通知通知函》，要求信访人在5月27日前去公司办理相关签约工作。5月28日，由于信访人没有按期办理相关手续，开发公司认为信访人违反了认购书的相关约定条款，给信访人发去了《宁邦心中公园里认购书解除》的通知函，正式通知信访人解除双方关于12栋902号房屋的认购书，2万元定金不予退还。五、鉴于信访人的诉求属于买卖双方的合同纠纷，建议双方协商解决，协商不成，可以走法律途径予以解决。,网友“UU008603”您好 你在平台《问政西地省》上反映《投诉M市宁邦心中拒退定金》的帖文已获悉,建议双方协商解决 协商不成 可以走法律途径予以解决 ,完整,不完整,已解决,"['调查', '调查', '若', '则', '而且', '通知', '要求', '由于', '认为', '通知', '鉴于', '协商', '协商', '法律']"
137025,网友“UU0081990”您好！你在平台《问政西地省》上反映《投诉M5市快递乱收手续费》的帖文已获悉，因您没有提供被举报公司的详细地址和联系电话，我局无法查实，请与我局联系，以便查实。（联系电话：12358或4427170）,网友“UU0081990”您好 你在平台《问政西地省》上反映《投诉M5市快递乱收手续费》的帖文已获悉, 联系电话 12358或4427170 ,完整,不完整,已解决,"['因', '以便']"
137047,网友“UU008659”您好！你在平台《问政西地省》上反映《强烈呼吁M4市在环城路未开通时应关闭沿河路抓拍违禁摄像头》的帖文已获悉，现将有关问题回复如下：M4市人民政府关于军城路爆破施工实行交通管制的通告（冷政通〔2018〕17号）指出交通管制时间为：2018年12月18日-2019年1月18日。陈先生您驾驶楚k*****************（黄牌货车）经沿江路烟草局驶往M3县方向时被电子警察抓拍的时间为2019年2月17日，与管制时间并不相符。驾驶员是车辆的实际“掌舵人”，导航只是起辅助作用，提供的线路指示仅供参考，手机导航提供线路错误，导致发生事故，一般情况下由驾驶员自己承担责任。交警温馨提示各位车主，出行前要提前了解路况信息，规划路线，不要完全依赖手机导航，行驶过程中要注意路面标示标志标牌，严格按照交通标志标线行驶。感谢您对我市交通管理工作的关心和支持。,网友“UU008659”您好 你在平台《问政西地省》上反映《强烈呼吁M4市在环城路未开通时应关闭沿河路抓拍违禁摄像头》的帖文已获悉,行驶过程中要注意路面标示标志标牌 严格按照交通标志标线行驶 感谢您对我市交通管理工作的关心和支持 ,完整,不完整,已解决,"['指出', '为', '为', '只是', '指示', '导致', '了解', '规划', '按照']"
